"MSD","taus","experiment"
0.00803415758262641,0.21,"SIM_1"
0.010685419486827,0.42,"SIM_1"
0.0128478528636523,0.63,"SIM_1"
0.0151452656431775,0.84,"SIM_1"
0.0169419008530072,1.05,"SIM_1"
0.0176142509620057,1.26,"SIM_1"
0.0182498901859721,1.47,"SIM_1"
0.0196410674658905,1.68,"SIM_1"
0.0220100307759284,1.89,"SIM_1"
0.0236447342358885,2.1,"SIM_1"
0.0254412331609884,2.31,"SIM_1"
0.0273220880281906,2.52,"SIM_1"
0.0293646798475238,2.73,"SIM_1"
0.030828047514913,2.94,"SIM_1"
0.0329540285076871,3.15,"SIM_1"
0.0351276308334751,3.36,"SIM_1"
0.0379426021531607,3.57,"SIM_1"
0.0385209238296019,3.78,"SIM_1"
0.0417493665091754,3.99,"SIM_1"
0.0434307422606822,4.2,"SIM_1"
0.0457569529004746,4.41,"SIM_1"
0.0474609448341006,4.62,"SIM_1"
0.0485420334514277,4.83,"SIM_1"
0.0489577033170102,5.04,"SIM_1"
0.0502961521482808,5.25,"SIM_1"
0.0503664086772964,5.46,"SIM_1"
0.0525374848243142,5.67,"SIM_1"
0.0550670571948134,5.88,"SIM_1"
0.0585568167626572,6.09,"SIM_1"
0.0591693156962311,6.3,"SIM_1"
0.0610409748860395,6.51,"SIM_1"
0.0614511833404651,6.72,"SIM_1"
0.06320101930923,6.93,"SIM_1"
0.0643077001895745,7.14,"SIM_1"
0.0665609437659762,7.35,"SIM_1"
0.0687116423026301,7.56,"SIM_1"
0.0706076838235569,7.77,"SIM_1"
0.0716778197775312,7.98,"SIM_1"
0.0733568545476716,8.19,"SIM_1"
0.0746813893955863,8.4,"SIM_1"
0.076410574062001,8.61,"SIM_1"
0.0779173787944535,8.82,"SIM_1"
0.0795777695422654,9.03,"SIM_1"
0.0801495719077467,9.24,"SIM_1"
0.0812858414142874,9.45,"SIM_1"
0.0810898339086761,9.66,"SIM_1"
0.0821994005038373,9.87,"SIM_1"
0.0823592761537598,10.08,"SIM_1"
0.0831851782247061,10.29,"SIM_1"
0.0827572972347346,10.5,"SIM_1"
0.0830772650068009,10.71,"SIM_1"
0.0834832167568667,10.92,"SIM_1"
0.0846762581508292,11.13,"SIM_1"
0.0859653219804856,11.34,"SIM_1"
0.0867941970782034,11.55,"SIM_1"
0.0883968696256467,11.76,"SIM_1"
0.0897932354323263,11.97,"SIM_1"
0.0898817320007823,12.18,"SIM_1"
0.0904083714922615,12.39,"SIM_1"
0.0903049393602276,12.6,"SIM_1"
0.0916413583101496,12.81,"SIM_1"
0.0927382766653306,13.02,"SIM_1"
0.0947932007962033,13.23,"SIM_1"
0.0949570888560081,13.44,"SIM_1"
0.0963860848921281,13.65,"SIM_1"
0.0986753258579618,13.86,"SIM_1"
0.0997248733954421,14.07,"SIM_1"
0.102656379474404,14.28,"SIM_1"
0.105426819942688,14.49,"SIM_1"
0.106939589883083,14.7,"SIM_1"
0.107004128186079,14.91,"SIM_1"
0.107103829001756,15.12,"SIM_1"
0.10687183110973,15.33,"SIM_1"
0.106679005681287,15.54,"SIM_1"
0.107568262051261,15.75,"SIM_1"
0.107505005406089,15.96,"SIM_1"
0.109527196368458,16.17,"SIM_1"
0.1089796258046,16.38,"SIM_1"
0.108848435298441,16.59,"SIM_1"
0.110270691477419,16.8,"SIM_1"
0.11042764970927,17.01,"SIM_1"
0.108140329696968,17.22,"SIM_1"
0.108999922411389,17.43,"SIM_1"
0.109162360803161,17.64,"SIM_1"
0.107114565737171,17.85,"SIM_1"
0.106167388193714,18.06,"SIM_1"
0.104288690266425,18.27,"SIM_1"
0.102481264229668,18.48,"SIM_1"
0.100145541758649,18.69,"SIM_1"
0.0971541368850316,18.9,"SIM_1"
0.0955414984533386,19.11,"SIM_1"
0.0950458617375527,19.32,"SIM_1"
0.0937356335609105,19.53,"SIM_1"
0.093393242419688,19.74,"SIM_1"
0.0941941247230062,19.95,"SIM_1"
0.0942633569077306,20.16,"SIM_1"
0.0913962524819389,20.37,"SIM_1"
0.0903933882180424,20.58,"SIM_1"
0.0902469394795372,20.79,"SIM_1"
0.0907207195423636,21,"SIM_1"
